Title,Author,Subject,Source,Type,Publication Date,Link,License,Description
Introduction to Arithmetic Groups,Dave Witte Morris - Author,N/A,Open Textbook Library,Textbook,2015,https://open.umn.edu/opentextbooks/textbooks/introduction-to-arithmetic-groups,No Rights Reserved,Introduction to Arithmetic Groups
"Symbiotic Posthumanist Ecologies in Western Literature, Philosophy and Art: Towards Theory and Practice Volume 11",Peggy Karpouzou - Editor / Nikoleta Zampaki - Editor,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/symbiotic-posthumanist-ecologies-in-western-literature-philosophy-and-art-towards-theory-and-practice-volume-11,Attribution,"Through the burgeoning fields of Posthumanities and Environmental Humanities, this edition examines the changing conception of human subjectivity, agency, and citizenship as shaped by the dynamic interplays between nature, technology, science, and culture. The proposed ‘symbiotic turn’, (the awareness of the multitude of interactions and mutual interdependencies among humans, non-humans and their environment) aspires to explore the complex recompositions of the “human” in the 21st century. By organizing and promoting interdisciplinary dialogue at multiple levels, both in theory and practice, Symbiotic Posthumanist Ecologies is suggested as a new narrative about the biosphere and technosphere, which is embodied literarily, philosophically, and artistically."
Conversaciones Corrientes: Temas de Cultura y Sociedad,Laurie A. Massery - Author / María José Bordera - Author / Pedro Larrea-Rubio - Author,N/A,Open Textbook Library,Textbook,N/A,https://open.umn.edu/opentextbooks/textbooks/conversaciones-corrientes-temas-de-cultura-y-sociedad,Attribution-NonCommercial-ShareAlike,"This book is designed to facilitate conversation in Spanish among intermediate and post-intermediate learners of Spanish. The following online textbook allows students to read about, review and discuss interesting, entertaining and relevant topics that will undoubtedly elicit conversation and friendly debate among classmates. Topics including spirituality, family design, life choices, social norms and even history and its impact on Generation Z, are discussed."
Programación Web del Frontend al Backend,Ricardo Javier Celí Párraga - Author / Miguel Fabricio Boné Andrade - Author / Aldo Patricio Mora Olivero - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/programacion-web-del-frontend-al-backend,Attribution-NonCommercial-ShareAlike,"En este libro se investigó los fundamentos de la programación web, así como las tecnologías esenciales para lograr crear aplicaciones web, tales como HTML y CSS. Se documentó los conceptos básicos de la programación Frontend utilizando el lenguaje de programación JavaScript, se documentó también los conceptos de la programación Backend utilizando el lenguaje de programación PHP. Este libro tiene como objetivo involucrarse en la programación web iniciando con el estudio del Frontend hasta el Backend con los conceptos básicos, códigos y ejemplos, utilizando tecnologías de programación gratuitas accesibles para cualquier estudiante, para llegar a crear aplicaciones dinámicas con acceso a base de datos. Como resultado se obtuvo que se puede llegar a crear aplicaciones web complejas utilizando tecnologías actuales gratuitas, con un diseño agradable, diseñándolo fácilmente con un Framework CSS como Bootstrap, y utilizando JQuery como una librería para crear rápidamente aplicaciones con JavaScript. Se utilizó además PHP por ser uno de los lenguajes más utilizados para crear aplicaciones conectadas a bases de datos MySQL."
Processes: Writing Across Academic Careers,Christopherh Iverson - Author / Dan Ehrenfeld - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/processes-writing-across-academic-careers,Attribution-NonCommercial-ShareAlike,"Processes: Writing Across Academic Careers is an edited collection featuring writing from students, faculty, and staff at Farmingdale State College, a State University of New York (SUNY) campus on Long Island. Each contributor reflects on their own writing as well as writing in their fields/disciplines. Namely, they reflect on their writing processes, hence the name of the book. The FSC Writing in the Disciplines committee curated excerpts of published or unpublished work from faculty, students, and administrators across departments and offices. The result is Processes: Writing Across Academic Careers, a collection of writing samples and reflections on the processes that made those pieces of writing possible. This book shows that, while writing looks and functions differently in different disciplines, college communities center on writing. From the college president to the faculty to the students, each member of the community grapples with writing, even in disciplines not considered to be writing-intensive. The text features compositions from nursing, STEM and health sciences, education, and history and culture. The examples span from reflections on the role of writing in one’s academic career, examples of professional writing in the sciences, research papers, conference proposals, to laboratory reports. The examples of published or works-in-progress are accompanied by thoughtful reflections on how the author crafted their work. The collection presents an opportunity for scholars to acknowledge the centrality of writing in their everyday work. Students learning how to write in college and about writing conventions in their specific disciplines will gain an overview of writing they will encounter in their academic career and an appreciation for the multitudes of ways writers work. Perfect for introductory writing courses, and useful modularly for any class that touches on writing or information literacy, this text is a unique, honest, and practical resource for any undergraduate."
Human Geography,Christine Rosenfeld - Author / Nathan Burtch - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/human-geography,Attribution-NonCommercial-ShareAlike,"Welcome to Human Geography! If you are interested in how humans interact with the environment and how human systems are geographically distributed over space, then you’ve found your place. We hope that find this textbook useful and enjoyable; please dive in by clicking “Contents” to immerse yourself in all-things-human geography."
Supporting English Language Learners in First-Year College Composition,Breana Bayraktar - Author / Elaine George - Author / Nataliya Schetchikova - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/supporting-english-language-learners-in-first-year-college-composition,Attribution-NonCommercial-ShareAlike,"Supporting ELLs in FYC is organized around five key essays, selected to coordinate with the essay styles commonly taught in first-year/first-semester composition courses. This organization is planned to offer instructors the flexibility to best support the pacing of the composition course. There are 2 expository, 1 narrative, and 2 argument essays. Each module includes one essay, with accompanying activities and supporting materials. Expository: Sweet, Sour & Resentful Expository: Why Rituals Are Good Narrative: Prison to Professor Argument: Fake News Argument: Misinformation"
"An Intuitive, Interactive, Introduction to Biostatistics",Caitlin E Ward - Author / Collin Nolte - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/an-intuitive-interactive-introduction-to-biostatistics,Attribution-NonCommercial,"""An Intuitive, Interactive Introduction to Biostatistics"" is an introductory statistics textbook oriented towards towards undergraduate students in the health sciences. While covering the breadth of material typically presented in a first semester statistics course, including introductions to probability and distributions, study design, CLT, hypothesis testing, and inference, IIIB distinguishes itself with its focus on cultivating student intuition through the use of guided questions and interactive simulation-based applets. Written in R, this open-source text has been created with customizability in mind, offering instructors maximal flexibility in arranging and modifying the content."
La hora del cuento en español,Constanza Rojas-Primus - Author / Sofía Rodríguez - Author / Cheyenne Pokeda - Illustrator,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/la-hora-del-cuento-en-espanol,Attribution-NonCommercial,La hora del cuento en español is a collection of children’s stories in Spanish authored by Kwantlen Polytechnic University (KPU) students and edited by KPU Faculty Constanza Rojas-Primus and KPU alumna Sofía Rodríguez. The first part of this collection is a selection of stories written by KPU Spanish 1100 students between Fall 2017 and Spring 2019 as a result of a collaboration between KPU Spanish and Guildford Public Library Language Literacy Program “Storytime in Spanish”. The second part of this collection is a selection of stories written by KPU Spanish 1101 students between Fall 2020 and Spring 2022 as a result of an interuniversity collaboration in support of UNESCO´s Sustainable Development Goals Agenda 2030. All stories are narrated by Constanza Rojas-Primus and have been translated into English by Sofía Rodríguez. The illustrations in the cover and first part of this collection are artwork of KPU Fine Arts student Cheyenne Pokeda.
Fundamentos Teóricos de Química Inorgánica,Ruiz Sánchez Clara Isabel - Author / Herrera Feijoo Robinson Jasmany - Author / Correa Salgado María de Lourdes - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/fundamentos-teoricos-de-quimica-inorganica,Attribution-NonCommercial-ShareAlike,"Conocer los fundamentos teóricos de la química inorgánica es esencial para comprender los conceptos y principios esenciales de esta rama de la química, que se enfoca en el estudio de los elementos y compuestos inorgánicos; proporcionando una base teórica sólida para el estudio de otras áreas de esta ciencia. ""Fundamentos Teóricos de Química Inorgánica"", además de temas clave de la química inorgánica, como la teoría del enlace de valencia y la química de los elementos, también cubre temas importantes como la estructura de la materia, la teoría cuántica, la estequiometría y la clasificación de las reacciones químicas. Asimismo, se destaca la inclusión de temas relacionados con la medición de las propiedades de la materia, la descripción de los sistemas dispersos, entre otros. El objetivo de este libro es brindar una base sólida de conocimientos en química inorgánica, que permita al lector comprender los principios y fundamentos teóricos que rigen esta disciplina, con un enfoque claro y didáctico. El libro proporciona un excelente recurso tanto para estudiantes como para docentes. Razón por la que, ""Fundamentos Teóricos de Química Inorgánica"" es una obra esencial para aquellos que deseen profundizar en el conocimiento de la química inorgánica y comprender mejor sus conceptos fundamentales."
Trayectos 1: Mi vida en la universidad 1,Gabriela C. Zapata - Author,N/A,Open Textbook Library,Textbook,2021,https://open.umn.edu/opentextbooks/textbooks/trayectos-1-mi-vida-en-la-universidad-1,Attribution-ShareAlike,"Trayectos is an open curriculum for beginning second language (L2) learners of Spanish. The textbook offers the following features to L2 Spanish students and instructors: Learner-centered fresh, multimodal content, based on Learning by Design, a pedagogy inspired by the Multiliteracies movement (Kalantzis et al., 2005, 2016, 2019; Zapata, 2022). The four modules in Volume I connect the life worlds of learners with the life worlds of diverse Spanish speakers. Instruction incorporating the following features: Multimodal texts (e.g., readings, videos, posters) based on a variety of textual genres that contextualize topics about the lives of real university students; Communicative activities that bind language form to cultural meaning within real-life contexts, and offer students opportunities to discover how to use new Spanish vocabulary and grammar in diverse sociocultural situations; Critical thinking and language awareness tasks that showcase different varieties of Spanish, including those spoken in the United States, and help learners explore the Spanish-speaking world, including local Hispanic/Latinx communities; and Culminating tasks that oblige learners to synthesize their new linguistic and cultural knowledge into a personal, multimodal text. Supplementary digital resources that provide students with opportunities to practice the content learned through self-correcting activities (Práctica individual) and to use Spanish to broaden their knowledge of and critically analyze issues related to diversity, equity, and inclusion in the Spanish-speaking world (Voces de nuestro mundo; available at http://bit.ly/VocesMundo). An open copyright license (Creative Commons license) that gives all users the right to adapt the textbook and to share their new content with others, and digital how-to sections for instructors to answer their students’ unique needs."
Trayectos 2: Más sobre mí 2,Gabriela C Zapata - Author,N/A,Open Textbook Library,Textbook,2022,https://open.umn.edu/opentextbooks/textbooks/trayectos-2-mas-sobre-mi-2,Attribution-ShareAlike,"Trayectos is an open curriculum for beginning second language (L2) learners of Spanish. The textbook offers the following features to L2 Spanish students and instructors: Learner-centered fresh, multimodal content, based on Learning by Design, a pedagogy inspired by the Multiliteracies movement (Kalantzis et al., 2005, 2016, 2019; Zapata, 2022). The four modules in Volume I connect the life worlds of learners with the life worlds of diverse Spanish speakers. Instruction incorporating the following features: Multimodal texts (e.g., readings, videos, posters) based on a variety of textual genres that contextualize topics about the lives of real university students; Communicative activities that bind language form to cultural meaning within real-life contexts, and offer students opportunities to discover how to use new Spanish vocabulary and grammar in diverse sociocultural situations; Critical thinking and language awareness tasks that showcase different varieties of Spanish, including those spoken in the United States, and help learners explore the Spanish-speaking world, including local Hispanic/Latinx communities; and Culminating tasks that oblige learners to synthesize their new linguistic and cultural knowledge into a personal, multimodal text. Supplementary digital resources that provide students with opportunities to practice the content learned through self-correcting activities (Práctica individual) and to use Spanish to broaden their knowledge of and critically analyze issues related to diversity, equity, and inclusion in the Spanish-speaking world (Voces de nuestro mundo; available at http://bit.ly/VocesMundo). An open copyright license (Creative Commons license) that gives all users the right to adapt the textbook and to share their new content with others, and digital how-to sections for instructors to answer their students’ unique needs."
Prealgebra via Python Programming: First Steps to Perform Large Scale Computational Tasks in the Sciences and Engineerings,Sergio Rojas - Author,N/A,Open Textbook Library,Textbook,2018,https://open.umn.edu/opentextbooks/textbooks/prealgebra-via-python-programming-first-steps-to-perform-large-scale-computational-tasks-in-the-sciences-and-engineerings,Attribution-NonCommercial,"This book was written for students and instructors who want to learn how to use a computer for other than the most common uses, such as web browsing, document creation, or paying bills online. This book is for anyone who wants to perform computational tasks that they design. In other words, if you wish to learn how to program a computer, this book is for you. Because prealgebra is a subject that practically everyone is supposed to learn in grade school, it provides a platform to introduce basic computer programming concepts. Consequently, this book should also be of interest to students in middle or high school who want to learn how to program, and who are willing to invest the time and effort in learning a programming language that they could continue using throughout their schooling and in their professional life. Similarly, this book could also be of interest to pre-service and in-service mathematics teachers wishing to have at their disposal a complementary tool to assist in fostering understanding, competency, and interest in mathematics among their students. This book can be integrated with the teachers’ curriculum as way to tackle non-traditional math problems using an inexpensive modern computer language. By the end of the book, a reader will have learned enough to be able to write a preliminary, step-by-step one variable equation solver that can be expanded in the future to use with more complex equations. In other words, by the end of the book, you will be able to write code that programs their machines to solve equations. This code is foundational and readers are ecouraged to learn on their own how to build on it to suit their mathematics learning needs."
"Business Law, Ethics, and Sustainability",Andrew J Hosmanek - Author / Brendan Smith - Author / Michael J Dayton - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/business-law-ethics-and-sustainability,Attribution-NonCommercial-ShareAlike,"Business Law, Ethics, and Sustainability is a textbook for undergraduate law courses. It covers business law topics such as contracts, business organizations, employment law, and torts, as well as a general survey of American law. Additional topics include Constitutional law, civil rights, environmental law, criminal law, and litigation."
Public Speaking as Performance Subtitle: Practicing Public Speaking in the Theatre & Performance Classroom,Mechele Leon - Author,N/A,Open Textbook Library,Textbook,N/A,https://open.umn.edu/opentextbooks/textbooks/public-speaking-as-performance-subtitle-practicing-public-speaking-in-the-theatre-performance-classroom,Attribution-NonCommercial-ShareAlike,"Public Speaking as Performance: Practicing Public Speaking in the Theatre & Performance Classroom is an innovative public speaking textbook written by theatre educators. It combines the essential elements of speechwriting with the tried and true skills that actors learn to communicate a story to an audience. In chapters such as “Actor Tools for Public Speakers” and “From Page to Stage,” the textbook provides students with a creative and accessible approach to delivering speeches. Drawing on the tradition of teaching public speaking in theatre and drama departments—a practice that is still maintained in some institutions—this textbook emphasizes the performative nature of communication. Educators teaching public speaking in theatre and performance departments will find this a textbook particularly suited to the interests of their students."
Contemporary Mathematics,Donna Kirk - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/contemporary-mathematics,Attribution,"Contemporary Mathematics is designed to meet the scope and sequence requirements for a liberal arts mathematics course. This resource provides stand-alone sections with a focus on showing relevance in the features as well as the examples, exercises, and exposition. Contemporary Mathematics integrates technology applications, projects, and highlights a diverse group of contributors to mathematics, statistics, and related fields. Print copies of this book will be available for the fall 2023 semester. You can sign up to be notified when print copies are available."
Foundations of Biomedical Science: Quantitative Literacy: Theory and Problems,Julian Pakay - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/foundations-of-biomedical-science-quantitative-literacy-theory-and-problems,Attribution-NonCommercial-ShareAlike,Foundations of Biomedical Science: Quantitative Literacy Theory and Problems is designed to help students develop the fundamental mathematical and quantitative literacy required to navigate and interpret evidence-based Biomedical data. This will provide students with the skills and confidence to habitually question any quantitative data they come across and to use these skills to make informed judgements regarding their veracity.
Fysische Transportverschijnselen - Denken in Balansen - 5th edition,Harrie van den Akker - Author / Robert F. Mudde - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/fysische-transportverschijnselen-denken-in-balansen-authors,Attribution," transport- en overdrachtsprocessen van warmte, massa en impuls worden naar hun analogie behandeld. De processen worden beschreven met behulp van macro- en microbalansen die in veel gevallen leiden tot differentiaalvergelijkingen. Ook veel aspecten van stromingsleer komen op deze manier aan de orde en zo bereidt het boek ook voor op moderne Computational Fluid Dynamics technieken. Het doel van het boek is ook studenten te trainen in het oplossen van problemen waarbij transportverschijnselen centraal staan. Daartoe bevat het boek bijna 100 uitgewerkte vraagstukken."
College Success Concise,Amy Baldwin - Author,N/A,Open Textbook Library,Textbook,N/A,https://open.umn.edu/opentextbooks/textbooks/college-success-concise,Attribution,"OpenStax College Success Concise serves First Year Experience, Student Success, and College Transition courses, and can also be used as a supplementary resource in courses across the curriculum. With the input of hundreds of instructors and academic success experts, the authors carefully prioritized the most critical topics to align to briefer courses. The offering covers material such as college culture, time management, mindset, study skills, test preparation, financial literacy, health, and planning for the future. While much of the material is very similar to the original College Success book, this version was holistically edited and updated. Users will see additions such as a new section on group work and greatly expanded coverage of stress management and wellbeing. While College Success Concise is a self-contained work with a logical flow and narrative, our open (CC-BY) license and multiple formats allow instructors and students to utilize content from the original College Success text, as well. Ancillaries such as the Instructor’s Manual, Test Bank, and Lecture Slides will specifically support College Success Concise. Print copies of this book will be available for the fall 2023 semester. You can sign up to be notified when print copies are available."
Leading Change in Health Systems: Strategies for RN-BSN Students,Kathy Andresen - Author / Charli Swanson - Author,N/A,Open Textbook Library,Textbook,N/A,https://open.umn.edu/opentextbooks/textbooks/leading-change-in-health-systems-strategies-for-rn-bsn-students,Attribution,"Leading Change in Health Systems: Strategies for RN-BSN Students is designed for practicing nurses pursuing a Bachelor of Science in Nursing. This book is focused on building upon previous knowledge, skills and attitudes Registered Nurses (RNs) related to leadership in healthcare systems. Readers will be able to apply the theoretical knowledge gained from this course in their clinical practice environment."
Introduction to College Research,Walter D Butler - Author / Aloha Sargent - Author / Kelsey Smith - Author,N/A,Open Textbook Library,Textbook,N/A,https://open.umn.edu/opentextbooks/textbooks/introduction-to-college-research,Attribution,"This book acknowledges our changing information landscape, covering key concepts in information literacy to support a research process with intention. We start by critically examining the online environment many of us already engage with every day, looking at algorithms, the attention economy, information disorder and cynicism, information hygiene, and fact-checking. We then move into an exploration of information source types, meaningful research topics, keyword choices, effective search strategies, library resources, Web search considerations, the ethical use of information, and citation."
Molecular Plant Breeding,Walter Suza - Editor / Kendall Lamkey - Editor / William Beavis - Author,N/A,Open Textbook Library,Textbook,N/A,https://open.umn.edu/opentextbooks/textbooks/molecular-plant-breeding,Attribution-NonCommercial,"This book focuses on genomics and plant biotechnology approaches used in plant breeding, the analysis of genomic data, and their application in quality control measures. The application of alternative genomic technologies to enhance conventional breeding strategies is also presented."
Supporting Secondary Teachers’ Critical Disciplinary Literacies,Jeanne Dyches - Author,N/A,Open Textbook Library,Textbook,N/A,https://open.umn.edu/opentextbooks/textbooks/supporting-secondary-teachers-critical-disciplinary-literacies,Attribution-NonCommercial-ShareAlike,"Co-created with students in the course EDUC 395: Teaching Disciplinary Literacy and supported by CDL experts, this textbook offers accessible, research-based, multidisciplinary CDL strategies ready for implementation in secondary classrooms."
World History Volume 1: to 1500,Ann Kordas - Author / Ryan J Lynch - Author / Brooke Nelson - Author,N/A,Open Textbook Library,Textbook,N/A,https://open.umn.edu/opentextbooks/textbooks/world-history-volume-1-to-1500,Attribution,"World History, Volume 1: to 1500 is designed to meet the scope and sequence of a world history course to 1500 offered at both two-year and four-year institutions. Suitable for both majors and non majors World History, Volume 1: to 1500 introduces students to a global perspective of history couched in an engaging narrative. Concepts and assessments help students think critically about the issues they encounter so they can broaden their perspective of global history. A special effort has been made to introduce and juxtapose people’s experiences of history for a rich and nuanced discussion. Primary source material represents the cultures being discussed from a firsthand perspective whenever possible. World History, Volume 1: to 1500 also includes the work of diverse and underrepresented scholars to ensure a full range of perspectives."
Reading and Writing Successfully in College: A Guide for Students,Patricia Lynne - Author,N/A,Open Textbook Library,Textbook,N/A,https://open.umn.edu/opentextbooks/textbooks/reading-and-writing-successfully-in-college-a-guide-for-students,Attribution-ShareAlike,"This textbook provides students with guidelines for understanding writing tasks as intellectual work using Bloom’s Taxonomy and for treating the writing process as a set of variable activities that move along a trajectory from idea or assignment to a finished product. The book also includes chapters on strengthening reading strategies and on finding, evaluating, and using sources effectively."
Anatomy and Physiology Laboratory Manual for Nursing and Allied Health,Aylin Marz - Author / Ganesan Kamatchi - Author / Joseph D'Silva - Author / Krishnan Prabhakaran - Author / Rajeev Chandra - Author / Solomon Isekeije - Author,N/A,Open Textbook Library,Textbook,2020,https://open.umn.edu/opentextbooks/textbooks/anatomy-and-physiology-laboratory-manual-for-nursing-and-allied-health,Attribution,"Authors’ Institution: Norfolk State University, Norfolk, VA, USA Funding: Virtual Library of Virginia (VIVA) Course Redesign Grant, 2020 – 2023"
Evolución del Computador desde el ABC de su Arquitectura hasta la Construcción de una PC Gamer,Solano Gutiérrez Gerardo Alfredo - Author / Núñez Freire Luis Alfonso - Author / Mendoza Loor José Javier - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/evolucion-del-computador-desde-el-abc-de-su-arquitectura-hasta-la-construccion-de-una-pc-gamer,Attribution-NonCommercial-ShareAlike,"El libro es una obra completa que aborda distintos aspectos importantes de la informática, desde la arquitectura y organización de la computadora hasta la construcción de una PC gamer. En el primer capítulo se explica de manera detallada la arquitectura y organización de los ordenadores, mientras que en el segundo se analizan las diferentes generaciones de ordenadores y su evolución a lo largo del tiempo, llegando hasta la inteligencia artificial. El tercer capítulo está dedicado a la memoria de la computadora y su funcionamiento, mientras que en el cuarto se explican las herramientas necesarias para el mantenimiento y la reparación de la PC, desde la clonación de discos duros hasta la construcción de dispositivos multi boot. Por último, el quinto capítulo se enfoca en las PC gamer's y ofrece una guía completa para los entusiastas de los juegos, brindando un procedimiento paso a paso para construir su propio PC gamer. Este libro es valioso tanto para estudiantes de sistemas como para profesionales de la computación, ya que cubre temas fundamentales como la arquitectura y organización de computadoras, historia y evolución, el diseño de computadoras, la memoria, las herramientas de mantenimiento y reparación de computadoras, y cómo armar una computadora de mayor rendimiento para usuarios jugadores. En resumen, esta obra ofrece información útil y completa sobre la evolución de la computadora, desde sus inicios hasta la actualidad, y brinda herramientas y consejos prácticos para su uso y mantenimiento"
Ingeniería del Software I: Requerimientos y Modelado del Software,Ricardo Javier Celi-Párraga - Author / Miguel Fabricio Boné-Andrade - Author / Aldo Patricio Mora-Olivero - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/ingenieria-del-software-i-requerimientos-y-modelado-del-software,Attribution-NonCommercial-ShareAlike,"En este libro se investigó los fundamentos de la ingeniería del software y se documentó los conceptos básicos del software y los procesos para la creación de software, se documentó también cómo llevar a cabo un análisis de requerimientos de software, cuáles son los tipos de requerimientos, cómo obtenerlos, documentarlos, validarlos y modelarlos mediante diferentes tipos de diagramas. Este libro tiene como objetivo aplicar los conceptos y teorías de administración para la creación de software de calidad mediante las diferentes metodologías, técnicas y herramientas de la ingeniería del software para que el profesional de sistemas informáticos sea capaz de gestionar con eficiencia y en ambientes éticos y de responsabilidad proyectos inmersos en la creación software. Se investigó varios libros llegando a realizar un compendio de las partes más importantes y se llegó a la conclusión de que la ingeniería del software proporciona varias metodologías para el desarrollo del software y varios modelos para el diseño de software que el profesional puede utilizar dependiendo las diferentes necesidades o las diferentes situaciones o proyectos a desarrollar."
"Ingeniería del Software II: Implementación, Pruebas y Mantenimiento",Ricardo Javier Celi-Párraga - Author / Miguel Fabricio Boné-Andrade - Author / Aldo Patricio Mora-Olivero - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/ingenieria-del-software-ii-implementacion-pruebas-y-mantenimiento,Attribution-NonCommercial-ShareAlike,"En este libro se investigó los procesos de implementación, pruebas y mantenimiento de la ingeniería del software y se documentó los diferentes tipos de pruebas de software para validar el correcto funcionamiento de un software, se documentó también los procesos de evolución de un software para lograr un correcto mantenimiento del software. Este libro tiene como objetivo aplicar los conceptos y teorías de validación del software con el fin de crear de software de calidad, confiable, que se encuentre disponible, protegido y seguro, para que el profesional de sistemas informáticos sea capaz de gestionar con eficiencia y en ambientes éticos y de responsabilidad proyectos inmersos en la creación software. Se investigó varios libros llegando a realizar un compendio de las partes más importantes y se llegó a la conclusión de que la ingeniería del software proporciona varias técnicas para la evaluación y validación del software y varias metodologías para el desarrollo de software confiable y seguro que el profesional puede utilizar dependiendo las diferentes necesidades, situaciones o proyectos a desarrollar"
NIIF FULL: Una guía práctica para su aplicación,Patricio Javier López-Pérez - Author / Betty Maribel Quiñónez-Cabeza - Author / Joffre Danny Preciado-Ramírez - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/niif-full-una-guia-practica-para-su-aplicacion,Attribution-NonCommercial-ShareAlike,"El presente manual de NIIF proporciona una visión completa y detallada de los principales aspectos que deben requerir en la aplicación de las normas internacionales de información financiera. En primer lugar, se aborda el marco conceptual de las NIIF y su importancia en la elaboración de estados financieros de alta calidad y comprensibilidad. A continuación, se profundizará en la contabilización de inventarios, propiedad, planta y equipo, y el deterioro de activos, presentando los principales criterios para la medición, reconocimiento y presentación de dichas partidas. Por último, se explica de manera clara y precisa el proceso de conversión de monedas en los estados financieros, detallando los métodos y tasas de cambio a utilizar en la contabilización de transacciones y saldos en moneda extranjera."
Threshold Concepts in Biochemistry,Julian Pakay - Author / Hendrika Duivenvoorden - Author / Thomas Shafee - Author / Kaitlin Clarke - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/threshold-concepts-in-biochemistry,Attribution-NonCommercial-ShareAlike,"Biochemistry (and Molecular Biology) represent one of the fastest-growing fields of scientific research and technical innovation and the resulting biotechnology is increasingly applied to other fields of study. So, an understanding of Biochemistry is increasingly important for students in all biological disciplines. However, at the same time, the content is inherently complex, highly abstract, and often deeply rooted in the pure sciences – mathematics, chemistry, and physics. This makes it difficult to both learn and to teach. This book is designed as a succinct and focused resource, specifically aimed to help students grasp key threshold concepts in Biochemistry. Due to their troublesome nature, understanding threshold concepts is a cognitively demanding task. By using a series of thematically linked case studies that accompany theory, the cognitive load will be reduced. This will free up students to focus on learning concepts rather than distracting them with unnecessary specifics."
Nursing Management and Professional Concepts,Open Resources for Nursing Open RN - Author,N/A,Open Textbook Library,Textbook,2022,https://open.umn.edu/opentextbooks/textbooks/nursing-management-and-professional-concepts,Attribution,"This book introduces concepts related to nursing leadership and management, prioritization strategies, delegation and supervision, legal implications of nursing practice, ethical nursing practice, collaboration within the interprofessional team, health care economics, quality and evidencebased practice, advocacy, preparation for the RN role, and the avoidance of burnout with self-care. Several online, interactive learning activities are included in each chapter that encourage application of content to patientcare situations. Additionally, the Appendix includes a “suite of patients” with suggested prompts for classroom discussion to assist students in applying concepts from the book to real patient-care situations."
Nursing Advanced Skills,Open Resources for Nursing Open RN - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/nursing-advanced-skills,Attribution,"This textbook is an open educational resource with CC-BY licensing developed specifically for prelicensure nursing students. The e-book and downloadable versions are free. Affordable print versions are published in collaboration with XanEdu and available on Amazon and in college bookstores. Content is based on the Wisconsin Technical College System (WTCS) statewide nursing curriculum for the Nursing Advanced Skills course (543-112) and the NCLEX-RN Test Plan. 1 Content includes advanced skills for registered nurses, such as intravenous infusion, blood product administration, management of central lines and chest tube systems, basic electrocardiogram interpretation, and nasogastric/feeding tube insertion, and builds on basic nursing skills discussed in the Open RN Nursing Skills OER textbook."
A History of the Middle East,Robert J. Flynn - Author,N/A,Open Textbook Library,Textbook,2021,https://open.umn.edu/opentextbooks/textbooks/a-history-of-the-middle-east,Attribution-NonCommercial-ShareAlike,"History of the Middle East is a survey of Middle Eastern History from the time of Muhammad in the seventh century until the eve of the War on Terror in 2001. It is designed to meet the requirements of a single-term introductory course and is aimed at students who have no more than a casual understanding of the history, cultures, and societies of the region. It offers a relatively concise narrative of the region’s historical development that seeks to avoid oversimplification on the one hand and overcomplexity on the other."
Understanding How Geometry Works - First Edition,Tracy L. Johnston - Author,N/A,Open Textbook Library,Textbook,2023,https://open.umn.edu/opentextbooks/textbooks/understanding-how-geometry-works,Attribution-NonCommercial-ShareAlike,"Understanding How Geometry Works, a conceptual overview for educators is designed for students who are prospective elementary and middle school level teachers. It begins with a basic introduction to proof writing and problem solving, and continues by defining the ideas and concepts that are foundational to the geometry taught in the K-12 classroom: constructions, lines, angles, triangles, the Pythagorean Theorem, polygons, perimeter and area, circles and curves, transformations, tessellations, and three-dimensional geometry. Throughout are explanations that support a deep understanding of the whys and hows of geometry. It includes thoughtful exercises, instructional activities, and advice to professors on implementing the book as a course. The book fits a 16-week semester-long course at the community college level."
